"Contract / Blanket #","Bid Solicitation #","Description","Vendor","Type Code","Dollars Spent to Date","Organization","Status","Begin Date","End Date"
"21-416CMS-BOPM4-P-23048","","Pest Control L6767 DHS Hillsboro","American Pest Control, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2021","02/28/2025"
"21-416CMS-BOPM4-P-22757","","SUP Janitorial L4694 Springfield ","Land of Lincoln Goodwill Industries, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2021","12/31/2025"
"21-416CMS-BOPM4-P-22756","","SUP Janitorial L5393 Springfield ","Land of Lincoln Goodwill Industries, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2021","12/31/2025"
"21-416CMS-BOPM4-P-22754","","SUP Janitorial L6471 Springfield  ","Land of Lincoln Goodwill Industries, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2021","12/31/2025"
"21-416CMS-BOPM4-P-22752","","SUP Janitorial L5821 Springfield","Land of Lincoln Goodwill Industries, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","01/01/2021","12/31/2025"
"21-416CMS-BOPM4-P-22467","","SUP 5 Day Janitorial L4233 Olney","Community Support Systems","H","$0.00","CMS - Central Management Services","3PS - Sent","12/20/2020","06/30/2023"
"21-416CMS-BOPM4-P-22452","","Chiller Maint and Repair State Museum","The Stone Group","A","$0.00","CMS - Central Management Services","3PS - Sent","01/06/2021","01/05/2025"
"21-416CMS-BOPM4-P-22259","","J0200 Elevator Maintenance MABB","PARKWAY ELEVATORS INC.","A","$0.00","CMS - Central Management Services","3PS - Sent","12/17/2020","12/16/2023"
"21-416CMS-BOPM4-P-22234","","Effingham Pest Control D0700 J0915 J0918","Arrow Termite & Pest Control","C","$0.00","CMS - Central Management Services","3PS - Sent","12/15/2020","12/14/2024"
"21-416CMS-BOPM4-P-21923","","Champaign ROB Pest Control ","American Pest Control, Inc.","C","$0.00","CMS - Central Management Services","3PS - Sent","12/02/2020","12/01/2024"
"21-416CMS-BOPM4-P-21798","","Janitorial L6243 Jacksonville","Above & Beyond Cleaning Specialists, Inc","C","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"21-416CMS-BOPM4-P-20665","","SUP Janitorial J0803 E St Louis","St. Clair Associated Vocational Enterprises, Inc.","H","$0.00","CMS - Central Management Services","3PS - Sent","09/28/2020","12/31/2023"
"21-416CMS-BOPM4-P-20225","","Generator Insp and Maint Southern","Luby Equipment Services","C","$0.00","CMS - Central Management Services","3PS - Sent","09/22/2020","09/21/2023"
"21-416CMS-BOPM4-P-19799","","Masonry Chicago and  Des Plaines ","Design Developers & Rehub INC","A","$0.00","CMS - Central Management Services","3PS - Sent","08/26/2020","08/25/2023"
"21-416CMS-BOPM4-P-19657","","Masonry Services - D0700 Effingham","Seward Masonry Inc.","A","$0.00","CMS - Central Management Services","3PS - Sent","09/15/2020","09/14/2023"
"21-416CMS-BEPX4-P-23450","","BEP Availability and Disparity Study","Colette Holt & Associates","B","$0.00","CMS - Central Management Services","3PS - Sent","04/22/2021","04/21/2024"
"20-588IEMA-MGMTA-P-18030","","EMA - First Aid Services (SPR) - ASW","UniFirst First Aid and Safety dba. Green Guard First Aid and Safety","C","$0.00","EMA - Emergency Management Agency","3PS - Sent","07/01/2020","06/30/2023"
"20-588IEMA-DIVNU-P-18868","","EMA - GEMS HVAC Maint - ASW","Henson Robinson Company","C","$0.00","EMA - Emergency Management Agency","3PS - Sent","07/01/2020","06/30/2023"
"20-588IEMA-DIVNU-P-17794","","EMA - UPS Maintenance - ASW","Power 4 U Inc","C","$0.00","EMA - Emergency Management Agency","3PS - Sent","07/01/2020","06/30/2023"
"20-563WCC-WCC56-P-13283","","Offsite Document Storage and Management","Iron Mountain","A","$0.00","WCC - Illinois Worker's Compensation Commission","3PS - Sent","11/01/2019","10/31/2024"
"20-551HDA-SPAR5-P-16197","","Illinois Housing Search Website RFP","Emphasys Software","B","$0.00","HDA - Housing Development Authority","3PS - Sent","08/01/2018","07/31/2024"
"20-532EPA-LAND5-P-12772","","EPA - A&E Services - BP Amoco","CDM Smith Inc","F","$0.00","EPA - Environmental Protection Agency","3PS - Sent","02/27/2017","01/31/2027"
"20-532EPA-LAND5-P-12761","","EPA - A&E Services - Indian Refining","Tetra Tech, Inc.","F","$0.00","EPA - Environmental Protection Agency","3PS - Sent","02/27/2017","01/31/2027"
"20-494DOT-FINAD-P-9979","","Trimble Inpho Match AT - Small Purchase","National Tek Services, Inc.","C","$0.00","DOT - Transportation","3PS - Sent","07/01/2019","06/30/2024"
"20-494DOT-FINAD-P-9831","","Summit Evolution DAT/EM Small Purchase","Dynamic Interactive Business Systems, Inc.","C","$0.00","DOT - Transportation","3PS - Sent","07/01/2019","06/30/2023"
"20-494DOT-FINAD-P-20772","","IDOT Liquid Bituminous Materials ","Mathis Excavating, Inc.","A","$0.00","DOT - Transportation","3PS - Sent","10/01/2020","10/31/2024"
"20-494DOT-FINAD-P-20770","","IDOT Liquid Bituminous Materials ","JAX ASPHALT COMPANY, INC.","A","$111,650.00","DOT - Transportation","3PS - Sent","10/01/2020","10/31/2024"
"20-494DOT-FINAD-P-20598","","IDOT Training IFB","We Care Solutions Corporation ","A","$0.00","DOT - Transportation","3PS - Sent","10/01/2020","09/30/2025"
"20-494DOT-FINAD-P-13922","","HSR Maintenance Escrow Agent","Huntington National Bank","C","$0.00","DOT - Transportation","3PS - Sent","10/16/2017","10/15/2026"
"20-494DOT-FINAD-P-10207","","Repair, Maintenance, Certification Weightronix Scale Equipment","F L Walz Inc","A","$0.00","DOT - Transportation","3PS - Sent","07/01/2019","06/30/2023"
"20-493ISP-ADMIN-P-28608","","ISB-""TECHNICAL PROPOSAL ONLY""-IT Resources-ah","Synapsis Inc","B","$1,653,122.30","ISP - Illinois State Police","3PS - Sent","09/24/2021","09/23/2025"
"20-493ISP-ADMIN-P-28607","","ISB-""TECHNICAL PROPOSAL ONLY""-IT Resources-ah","Dynamic Interactive Business Systems, Inc.","B","$0.00","ISP - Illinois State Police","3PS - Sent","09/24/2021","09/23/2025"
"20-493ISP-ADMIN-P-28606","","ISB-""TECHNICAL PROPOSAL ONLY""-IT Resources-ah","LEVI RAY & SHOUP INC","B","$2,192,104.00","ISP - Illinois State Police","3PS - Sent","09/24/2021","09/23/2025"
"20-493ISP-ADMIN-P-19981","","Technical Proposal Only-Academy-Psychological Evaluation-mlb","Campion, Barrow & Associates","B","$137,100.00","ISP - Illinois State Police","3PS - Sent","09/14/2020","09/13/2024"
"20-493ISP-ADMIN-P-18869","","BoI-CHRI Assessment & Solicitation-mlb","MTG Management Consultants, LLC","A","$0.00","ISP - Illinois State Police","3PS - Sent","07/10/2020","07/09/2023"
"20-493ISP-ADMIN-P-18156","","Quartermaster-Summer Hats-mlb","Bob Barker","A","$33,440.50","ISP - Illinois State Police","3PS - Sent","06/18/2020","06/17/2025"
"20-482DPH-HLTHP-P-37050","","Lurie Hospital 25300005J Lead Invest.","Lurie Children's Hospital of Chicago","C","$0.00","DPH - Public Health","3PS - Sent","05/30/2022","05/29/2026"
"20-466MIL-ILAIR-P-18629","","MIL-Peoria 182 AW FF Physicals REBID","CIWIRC","C","$0.00","MIL - Military Affairs","3PS - Sent","07/01/2020","06/30/2023"
"20-448DOIT-TELEC-P-16372","","E-rate Internet Egress IFB","Sprint Solutions, Inc.","A","$1,746,600.00","DoIT - Department of Innovation and Technology","3PS - Sent","04/24/2020","04/23/2025"
"20-448DOIT-TELEC-P-16371","","E-rate Last Mile WAN Circuits FIBER IFB","Futiva, LLC","A","$5,399.64","DoIT - Department of Innovation and Technology","3PS - Sent","03/13/2020","03/12/2025"
"20-448DOIT-TELEC-P-16370","","E-rate Last Mile WAN Circuits FIBER IFB","Vero Fiber Networks","A","$94,896.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/16/2020","03/15/2025"
"20-448DOIT-TELEC-P-16369","","E-rate Last Mile WAN Circuits FIBER IFB","CIRBN LLC","A","$48,651.36","DoIT - Department of Innovation and Technology","3PS - Sent","03/11/2020","03/10/2025"
"20-448DOIT-TELEC-P-16368","","E-rate Last Mile WAN Circuits FIBER IFB","Adams TelSystems, Inc. ","A","$398,050.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/13/2020","03/12/2025"
"20-448DOIT-TELEC-P-16367","","E-rate Last Mile WAN Circuits FIBER IFB","Comcast Business","A","$8,806,080.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/18/2020","03/17/2025"
"20-448DOIT-TELEC-P-16366","","E-rate Last Mile WAN Circuits FIBER IFB","Illinois Fiber Resources Group D/B/A iFiber","A","$198,012.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/16/2020","03/15/2025"
"20-448DOIT-TELEC-P-16365","","E-rate Last Mile WAN Circuits FIBER IFB","Missouri Network Alliance, LLC","A","$164,232.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/13/2020","03/12/2025"
"20-448DOIT-TELEC-P-16364","","E-rate Last Mile WAN Circuits FIBER IFB","MCC Network Services, LLC","A","$4,621,300.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/20/2020","03/19/2025"
"20-448DOIT-TELEC-P-16363","","E-rate Last Mile WAN Circuits FIBER IFB","Consolidated Communications Enterprise Services, Inc","A","$3,136,800.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/30/2020","03/29/2025"
"20-448DOIT-TELEC-P-16362","","E-rate Last Mile WAN Circuits FIBER IFB","Wabash Independent Networks, Inc","A","$93,600.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/13/2020","03/12/2025"
"20-448DOIT-TELEC-P-16361","","E-rate Last Mile WAN Circuits FIBER IFB","AT & T Corp","A","$5,505,756.60","DoIT - Department of Innovation and Technology","3PS - Sent","03/24/2020","03/23/2025"
"20-448DOIT-TELEC-P-16360","","E-rate Last Mile WAN Circuits FIBER IFB","Northern Illinois University","A","$130,692.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/13/2020","03/12/2025"
"20-448DOIT-TELEC-P-16358","","E-rate Last Mile WAN Circuits FIBER IFB","Stratus Networks, Inc.","A","$223,861.09","DoIT - Department of Innovation and Technology","3PS - Sent","03/16/2020","03/15/2025"
"20-448DOIT-TELEC-P-16357","","E-rate Last Mile WAN Circuits FIBER IFB","Delta Communications, LLC","A","$60,000.00","DoIT - Department of Innovation and Technology","3PS - Sent","03/13/2020","03/12/2025"
"20-448DOIT-INFOT-P-18835","","JPMC High Speed Scanners Master Contract","Fairfax Imaging, Inc. ","A","$682,140.00","DoIT - Department of Innovation and Technology","3PS - Sent","08/06/2020","08/05/2025"
"20-448DOIT-INFOT-P-17514","","JPMC Oracle Software Maint & Support IFB","Mythics Inc","A","$19,800,959.80","DoIT - Department of Innovation and Technology","3PS - Sent","06/01/2021","05/31/2026"
"20-448DOIT-INFOT-P-15179","","JPMC Tablets Windows Operating System","CDW Government LLC","A","$5,625,226.26","DoIT - Department of Innovation and Technology","3PS - Sent","02/28/2020","02/27/2024"
"20-448DOIT-INFOT-P-11440","","JPMC McAfee Anti-Virus IFB","CTG Inc. of Illinois","A","$3,884,060.16","DoIT - Department of Innovation and Technology","3PS - Sent","11/27/2019","12/03/2023"
"20-448DOIT-ADMIN-P-23813","","JPMC IFB for BMC Enterprise Licenses","CDW GOVERNMENT LLC","A","$2,271,638.89","DoIT - Department of Innovation and Technology","3PS - Sent","02/11/2021","06/30/2024"
"20-448DOIT-ADMIN-P-19891","","JPMC IFB Plural Sight Enterprise Plan","Pluralsight, LLC","A","$830,338.14","DoIT - Department of Innovation and Technology","3PS - Sent","08/17/2020","08/16/2023"
"20-448DOIT-ADMIN-P-19046","","JPMC School Safety Tip Line Project ","Sprigeo, Inc.","A","$592,500.00","DoIT - Department of Innovation and Technology","3PS - Sent","06/17/2020","06/16/2025"
"20-448DOIT-ADMIN-P-17879","","JPMC School Safety Tip Line Project IFB","Sprigeo, Inc.","A","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","06/17/2020","06/16/2025"
"20-448DOIT-ADMIN-P-14059","","MC Fiber Optic Outside Plant Instal.","G4S Secure Integration","B","$0.00","DoIT - Department of Innovation and Technology","3PS - Sent","11/18/2019","11/17/2024"
"20-444DHS-CONTO-P-15969","","FCS Early Intervention Billing","CQuest America, Inc.","B","$0.00","DHS - Human Services","3PS - Sent","04/03/2018","09/30/2025"
"20-444DHS-BUSSE-P-10594","","FY 20 DHS OBS - Resident Technician","BELL AND HOWELL Group Holdings  LLC","A","$0.00","DHS - Human Services","3PS - Sent","12/01/2017","09/30/2027"
"20-427DES-DIREC-P-18771","","DES Legal Services Claimant Rep","LAW OFFICE OF SHELDON SOROSKY","B","$0.00","DES - Employment Security","3PS - Sent","07/01/2016","06/30/2026"
"20-427DES-DIREC-P-18763","","DES Legal Services for Small Businesses","Sanchez Daniels & Hoffman LLP","B","$0.00","DES - Employment Security","3PS - Sent","07/01/2016","06/30/2026"
"20-427DES-DIREC-P-15430","","DES Legal Services for UI Claimants","Benos,Sukhatme & Associates","B","$0.00","DES - Employment Security","3PS - Sent","07/01/2016","06/30/2026"
"20-427DES-ADMIN-P-15069","","DES - Repair, Recondition, Retention","Wiley Office Equipment","A","$0.00","DES - Employment Security","3PS - Sent","07/01/2016","06/30/2025"
"20-426DOC-ICIME-P-20539","","IND SOLUTION COMPOUNDS for MENARD ICI-Electronic Submissions Only","Whyte Gate Inc.","A","$159,776.65","DOC - Corrections","3PS - Sent","09/14/2020","09/13/2024"
"20-425DJJ-STCHA-P-12395","","Fire Saftey inspections","SimplexGrinnell LP","A","$0.00","DJJ - Department of Juvenile Justice","3PS - Sent","06/12/2014","06/11/2024"
"20-422DNR-REALT-P-13039","","Sam Dale Lake Concession ","Sam Dale Lake Concession","B","$0.00","DNR - Natural Resources","3PS - Sent","05/01/2015","12/31/2024"
"20-422DNR-DIREC-P-13486","","DNR Cafeteria Concession","TCA Food Service LLC","A","$0.00","DNR - Natural Resources","3PS - Sent","11/01/2019","10/31/2024"
"20-418DCFS-PROCU-P-13385","","Instant Oral Fluid Drug Test Kits","Premier Biotech","A","$2,519,096.00","CFS - Children and Family Services","3PS - Sent","11/01/2019","10/31/2023"
"20-416CMS-LEAS4-P-20980","","CMS 6705 AWARD NOTICE DCFS BELLEVILLE","RSA Avanti Magna LLC/Robert Sullivan","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2021","02/28/2026"
"20-416CMS-LEAS4-P-20347","","CMS6713 NOTICE OF AWARD DCFS COLLINSVILE","SBP Development LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2021","02/28/2026"
"20-416CMS-LEAS4-P-20183","","CMS 6681 NOTICE OF AWARD DES BELLEVILLE","Balke Brown Transwestern","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2025"
"20-416CMS-LEAS4-P-20152","","CMS 6718 NOTICE OF AWARD DCFS CENTRALIA","AYADVENTURE, LLC / STEVEN CARRICO","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2021","01/31/2026"
"20-416CMS-LEAS4-P-19928","","CMS6696 NOTICE OF AWARD EPACOLLINSVILLE","SBP Development LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","12/01/2020","11/30/2025"
"20-416CMS-LEAS4-P-19493","","CMS 6723 NOTICE OF AWARD OEIG SPFLD","Illinois Building","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"20-416CMS-LEAS4-P-19460","","CMS 6487 NOTICE OF AWARD DCFS FREEPORT","Meadows LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","03/01/2020","02/28/2025"
"20-416CMS-LEAS4-P-18935","","CMS 5655 NOTICE OF AWARD DHS MOUNDS","Dewey G Dixon, Jr","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"20-416CMS-LEAS4-P-18930","","CMS 2776 NOTICE OF AWARD DHS SPFLD","Cagnoni Reyhan Partnership","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"20-416CMS-LEAS4-P-18899","","CMS 2344 NOTICE OF AWARD DHS SPFLD","Alzina Building II LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","06/30/2020","06/30/2025"
"20-416CMS-LEAS4-P-18864","","CMS 5467 AWARD NOTICE DHS E ST LOUIS","Fisher Lindsey","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"20-416CMS-LEAS4-P-18863","","CMS6453 AWARD  NOTICE DHS DCFS WOODSTOCK","Wonder Lake State Bank","M","$0.00","CMS - Central Management Services","3PS - Sent","09/01/2020","08/31/2025"
"20-416CMS-LEAS4-P-18761","","CMS 5014 NOTICE OF AWARD DHS BLOOMINGTON","E.G.S. Dvelopment LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-18757","","CMS 4299 NOTICE OF AWARD HFS SPFLD","Government Property Fund LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","06/28/2020","06/27/2025"
"20-416CMS-LEAS4-P-18747","","CMS 3621 NOTICE OF AWARD DHS PEKIN","William J. Leman ATUT Dated May 1, 2008 d/b/a Sunset Plaza","M","$0.00","CMS - Central Management Services","3PS - Sent","08/01/2020","07/31/2025"
"20-416CMS-LEAS4-P-18274","","CMS 6240 NOTICE OF AWARD BELLEVILLE","Mainline Plaza Baceline, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/29/2025"
"20-416CMS-LEAS4-P-18245","","CMS 6484 NOTICE OF AWARD DOWNERS GROVE","Finley Courts LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-18238","","CMS 5602NOTICE OF AWARD HFS-DCFS SPFLD","Watermark Equity LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-18205","","CMS 6270 NOTICE OF AWARD  MARION","Sebastian Chou","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-18181","","CMS 5305 NOTICE AWARD DCFS BELLEVILLE","K.A.F. Inc.","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-17852","","CMS 5798 NOTICE OF AWARD DCFS MT. VERNON","Dana R Withers","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-17757","","CMS 6676 NOTICE OF AWARD DHS MURPHYSBORO","Estate of Joan M. Kennedy","M","$0.00","CMS - Central Management Services","3PS - Sent","07/01/2020","06/30/2025"
"20-416CMS-LEAS4-P-17755","","CMS6285NOTICE OF AWARD DHS MURPHYSBORO","Estate of Joan M. Kennedy","M","$0.00","CMS - Central Management Services","3PS - Sent","06/01/2020","05/31/2025"
"20-416CMS-LEAS4-P-17421","","CMS 3560 NOTICE OF AWARD ISP ASHKUM","GROWMARK, INC.","M","$0.00","CMS - Central Management Services","3PS - Sent","02/01/2020","01/31/2025"
"20-416CMS-LEAS4-P-17199","","CMS 5133 NOTICE OF AWARD DES CHICAGO","1515 East 71st, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2020","04/30/2025"
"20-416CMS-LEAS4-P-17017","","CMS 5113 NOTICE OF AWARD CHICAGO","915 East 63rd, LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2020","04/30/2025"
"20-416CMS-LEAS4-P-16926","","CMS 6498 NOTICE OF AWARD DHS CHICAGO","4301 South Ashland Avenue LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","03/31/2025"
"20-416CMS-LEAS4-P-16877","","CMS 6586 NOTICE OF AWARD DVA DECATUR","South Water Street of Decatur LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","03/31/2025"
"20-416CMS-LEAS4-P-16876","","CMS 6735 NOTICE OF AWARD CHICAGO","Holy Key LLC","M","$0.00","CMS - Central Management Services","3PS - Sent","05/01/2020","04/30/2025"
"20-416CMS-LEAS4-P-16752","","CMS 6515 NOTICE OF AWARD DHS LEWISTOWN","Larry L Webb","M","$0.00","CMS - Central Management Services","3PS - Sent","04/01/2020","03/31/2025"
